property_id,locality,area_sqft,bedrooms,bathrooms,house_age,parking_spaces,furnishing,price_inr,data_kind,observed_on,area_basis,property_type,price_basis,source_url
demo-01145,Koyambedu,1871.0,4,3,1,1,Unfurnished,23445899.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01146,Kundrathur,1410.0,3,4,21,0,Furnished,7247391.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01147,Teynampet,2997.0,5,4,21,1,Furnished,73098207.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01148,Porur,757.0,2,2,2,1,Unfurnished,6078275.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01149,Thiruporur,2252.0,4,5,23,1,Furnished,8725711.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01150,Kodambakkam,1698.0,3,2,18,0,Furnished,20036936.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01151,Koyambedu,1465.0,3,4,24,1,Semi-Furnished,20945665.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01152,Kovur,2180.0,5,6,10,0,Semi-Furnished,15542848.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01153,Thoraipakkam,1919.0,4,3,9,1,Unfurnished,18832399.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01154,Kilpauk,1269.0,3,2,26,2,Semi-Furnished,18349309.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01155,Kundrathur,1649.0,3,2,25,2,Furnished,7628003.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01156,Chromepet,1898.0,4,5,5,1,Semi-Furnished,11568876.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01157,Thiruporur,1163.0,2,3,7,2,Unfurnished,4806701.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01158,Kodambakkam,506.0,1,1,21,0,Semi-Furnished,5198090.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01159,Kilpauk,1436.0,3,2,29,2,Furnished,21728362.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01160,Kundrathur,528.0,1,1,7,1,Unfurnished,2742185.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01161,Koyambedu,476.0,1,1,7,2,Furnished,6276728.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01162,Thiruporur,1728.0,3,3,29,2,Unfurnished,5927777.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01163,Kundrathur,1584.0,4,5,25,1,Unfurnished,11379104.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01164,Koyambedu,2373.0,4,3,32,1,Semi-Furnished,23936680.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01165,Anna Nagar,1106.0,2,3,28,2,Semi-Furnished,12018560.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01166,Adyar,1696.0,3,2,34,0,Furnished,21672233.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01167,Kodambakkam,471.0,1,1,6,0,Unfurnished,6803282.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01168,Velachery,2237.0,4,5,9,1,Unfurnished,26031227.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01169,Thoraipakkam,853.0,2,2,8,1,Semi-Furnished,8313642.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01170,Navalur,2162.0,4,4,1,2,Furnished,22398264.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01171,Navalur,1926.0,5,5,28,0,Furnished,14857998.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01172,Kodambakkam,1707.0,4,4,23,1,Semi-Furnished,20200311.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01173,Egmore,923.0,2,1,3,0,Furnished,17579164.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01174,Adyar,2153.0,5,4,7,0,Furnished,41893297.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01175,Kilpauk,1787.0,4,5,6,2,Furnished,33852349.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01176,Kilpauk,2220.0,4,5,14,2,Furnished,37358348.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01177,Egmore,2071.0,5,6,16,2,Semi-Furnished,34149396.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01178,Karapakkam,2682.0,5,4,10,0,Furnished,25304393.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01179,Adyar,368.0,1,1,33,1,Unfurnished,7232917.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01180,Navalur,2707.0,5,4,7,2,Semi-Furnished,22718625.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01181,Thoraipakkam,2192.0,4,3,20,0,Furnished,24443242.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01182,Porur,901.0,2,2,15,2,Unfurnished,7207526.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01183,Kovur,1061.0,2,1,13,2,Semi-Furnished,7538648.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01184,Kovur,2315.0,4,5,29,1,Furnished,14641136.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01185,Kilpauk,1100.0,2,1,35,1,Unfurnished,15774139.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01186,Chromepet,1343.0,3,3,0,0,Furnished,10020444.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01187,Navalur,1884.0,4,3,16,2,Semi-Furnished,14870652.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01188,Kundrathur,2179.0,4,4,4,2,Furnished,12192494.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01189,Adyar,2116.0,5,4,15,2,Semi-Furnished,40020853.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01190,Kovur,551.0,1,1,22,2,Unfurnished,3430010.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01191,Karapakkam,864.0,2,3,14,1,Furnished,7931216.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01192,Chromepet,2757.0,5,6,11,2,Unfurnished,23991078.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01193,Porur,1115.0,3,2,11,0,Unfurnished,6752876.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01194,Koyambedu,722.0,2,2,10,2,Furnished,11059320.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01195,Navalur,1199.0,2,3,11,0,Furnished,8457274.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01196,Ramapuram,1135.0,2,2,13,1,Unfurnished,12420680.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01197,Velachery,1712.0,3,3,24,0,Semi-Furnished,21199996.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01198,Teynampet,1176.0,2,2,3,0,Unfurnished,29342051.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01199,Navalur,1838.0,4,5,1,1,Unfurnished,13575421.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01200,Thiruporur,1265.0,3,3,18,1,Furnished,5250974.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01201,Koyambedu,1530.0,4,5,24,0,Unfurnished,15264449.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01202,Velachery,475.0,1,2,9,2,Semi-Furnished,5440708.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01203,Ramapuram,1620.0,4,4,7,0,Furnished,17683148.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01204,Porur,2919.0,5,4,22,2,Furnished,23961613.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01205,Thoraipakkam,351.0,1,1,13,0,Semi-Furnished,2982505.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01206,Koyambedu,772.0,2,2,26,1,Furnished,7248091.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01207,Ramapuram,1646.0,4,5,5,0,Semi-Furnished,18306476.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01208,Karapakkam,1599.0,4,4,4,2,Unfurnished,12813952.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01209,Velachery,1626.0,4,3,19,2,Unfurnished,18392083.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01210,Navalur,1542.0,3,4,14,0,Furnished,9765855.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01211,Teynampet,1728.0,4,3,26,0,Furnished,38593204.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01212,Kovur,2015.0,4,4,18,1,Semi-Furnished,13827845.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01213,Thiruporur,573.0,1,1,12,2,Furnished,2345553.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01214,Anna Nagar,2003.0,4,3,5,0,Furnished,27436817.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01215,Anna Nagar,1571.0,3,4,5,0,Semi-Furnished,33001001.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01216,Koyambedu,441.0,1,2,27,1,Unfurnished,4299394.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01217,Ramapuram,1170.0,3,2,8,0,Furnished,13252219.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01218,Teynampet,1290.0,3,2,18,0,Furnished,33935375.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01219,Kovur,591.0,1,1,29,0,Unfurnished,3738541.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01220,Porur,2527.0,5,6,32,1,Furnished,18528858.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01221,Kundrathur,839.0,2,2,9,2,Unfurnished,4195930.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01222,Velachery,925.0,2,3,3,1,Furnished,9603266.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01223,Porur,1677.0,3,3,27,0,Semi-Furnished,11041902.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01224,Kovur,2586.0,5,5,24,1,Furnished,18407746.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01225,Velachery,1961.0,4,3,11,1,Furnished,17253155.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01226,Anna Nagar,2285.0,4,5,21,0,Semi-Furnished,42791975.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01227,Velachery,1036.0,2,3,6,0,Unfurnished,9208211.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01228,Chromepet,2553.0,5,4,25,0,Furnished,14547653.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01229,Karapakkam,1987.0,5,6,26,2,Semi-Furnished,14759537.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01230,Teynampet,1130.0,3,4,10,2,Semi-Furnished,27315868.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01231,Ramapuram,1774.0,3,3,16,0,Unfurnished,16382865.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01232,Velachery,500.0,1,2,12,0,Unfurnished,4145847.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01233,Ramapuram,1816.0,4,4,1,1,Semi-Furnished,20644680.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01234,Navalur,2486.0,5,4,4,0,Semi-Furnished,17515668.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01235,Kilpauk,1096.0,3,4,34,2,Semi-Furnished,16094698.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01236,Adyar,1667.0,3,2,16,2,Semi-Furnished,26896285.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01237,Chromepet,1212.0,3,4,5,0,Furnished,7080708.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01238,Kilpauk,551.0,1,1,1,0,Furnished,8840067.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01239,Adyar,1934.0,4,4,12,0,Semi-Furnished,38994084.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01240,Koyambedu,1677.0,4,5,35,1,Furnished,19227420.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01241,Teynampet,1788.0,5,5,13,2,Semi-Furnished,49459237.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01242,Velachery,2770.0,5,6,35,1,Semi-Furnished,19220431.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01243,Koyambedu,1182.0,3,2,17,0,Semi-Furnished,12219742.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01244,Thiruporur,1815.0,5,4,27,0,Furnished,5897393.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01245,Velachery,1617.0,3,2,28,0,Unfurnished,16117176.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01246,Thiruporur,1750.0,4,3,1,0,Semi-Furnished,8332864.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01247,Kovur,1789.0,4,3,0,1,Unfurnished,11506829.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01248,Kilpauk,2059.0,5,5,33,1,Semi-Furnished,25387400.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01249,Velachery,2259.0,4,3,33,0,Furnished,17497479.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01250,Karapakkam,424.0,1,2,4,0,Semi-Furnished,3672521.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01251,Kodambakkam,403.0,1,1,23,2,Unfurnished,5153177.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01252,Anna Nagar,1282.0,3,4,33,2,Furnished,17560847.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01253,Teynampet,1202.0,3,4,34,1,Furnished,38766228.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01254,Porur,1718.0,4,5,10,1,Semi-Furnished,15719443.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01255,Anna Nagar,1112.0,3,4,29,1,Unfurnished,17832503.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01256,Egmore,1169.0,3,4,23,1,Semi-Furnished,21480026.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01257,Kundrathur,2271.0,5,6,33,0,Furnished,10364828.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01258,Kundrathur,1140.0,2,2,5,1,Semi-Furnished,7105611.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01259,Teynampet,1093.0,3,3,21,2,Unfurnished,26993302.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01260,Karapakkam,1210.0,3,3,0,1,Unfurnished,14844336.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01261,Thoraipakkam,1731.0,3,3,12,2,Furnished,19921164.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01262,Kovur,2863.0,5,5,0,1,Semi-Furnished,21851540.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01263,Teynampet,2599.0,5,4,15,0,Furnished,72941445.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01264,Karapakkam,1230.0,3,4,29,1,Semi-Furnished,12811087.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01265,Adyar,1365.0,3,4,23,2,Unfurnished,18793618.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01266,Adyar,1208.0,3,4,11,1,Semi-Furnished,27873990.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01267,Kodambakkam,382.0,1,1,15,1,Furnished,4953321.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01268,Velachery,1335.0,3,4,13,0,Semi-Furnished,10649940.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01269,Adyar,988.0,2,2,26,2,Semi-Furnished,14922806.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01270,Kodambakkam,440.0,1,1,9,1,Semi-Furnished,4749349.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01271,Anna Nagar,503.0,1,2,3,0,Semi-Furnished,8948093.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01272,Thoraipakkam,1272.0,3,4,18,1,Unfurnished,10763271.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01273,Porur,436.0,1,2,29,0,Unfurnished,2906660.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01274,Ramapuram,2191.0,4,4,17,2,Unfurnished,27044430.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01275,Ramapuram,1709.0,3,2,7,2,Furnished,18995859.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01276,Porur,861.0,2,1,1,0,Semi-Furnished,6764420.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01277,Teynampet,1972.0,4,5,33,2,Furnished,41997975.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01278,Adyar,1259.0,3,4,27,0,Unfurnished,18626435.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01279,Thiruporur,1453.0,4,3,5,1,Unfurnished,8713483.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01280,Ramapuram,2138.0,4,5,2,1,Furnished,29185643.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01281,Ramapuram,393.0,1,1,4,0,Furnished,4537219.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01282,Kodambakkam,913.0,2,3,13,2,Semi-Furnished,11168018.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01283,Teynampet,1415.0,3,2,29,2,Unfurnished,34384229.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01284,Kodambakkam,1981.0,5,6,5,1,Furnished,28705862.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01285,Adyar,374.0,1,1,29,0,Unfurnished,5434524.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01286,Thoraipakkam,437.0,1,1,0,2,Semi-Furnished,5368844.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01287,Egmore,2940.0,5,6,26,1,Semi-Furnished,42826617.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01288,Anna Nagar,2519.0,5,6,10,2,Furnished,37147697.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01289,Navalur,445.0,1,1,34,1,Unfurnished,3007565.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01290,Egmore,1079.0,3,4,17,0,Unfurnished,15592806.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01291,Thiruporur,2000.0,4,3,9,0,Unfurnished,9011825.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01292,Kovur,373.0,1,1,8,0,Unfurnished,2487458.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01293,Adyar,971.0,2,3,29,0,Semi-Furnished,12045528.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01294,Velachery,1076.0,2,1,14,0,Furnished,10750021.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01295,Koyambedu,1824.0,4,4,12,0,Unfurnished,17749544.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01296,Karapakkam,850.0,2,2,26,2,Semi-Furnished,8033982.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01297,Porur,1086.0,3,3,19,2,Unfurnished,7624442.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01298,Kundrathur,712.0,2,3,23,0,Unfurnished,4411025.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01299,Adyar,1830.0,4,4,16,0,Furnished,37537376.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01300,Ramapuram,571.0,1,2,2,2,Unfurnished,5885070.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01301,Kodambakkam,822.0,2,2,0,1,Semi-Furnished,9005918.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01302,Porur,987.0,2,3,1,1,Furnished,7674801.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01303,Thoraipakkam,2605.0,5,5,20,2,Furnished,22947205.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01304,Navalur,1826.0,5,6,18,1,Unfurnished,16679159.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01305,Porur,1165.0,3,3,26,2,Semi-Furnished,8236462.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-01306,Karapakkam,433.0,1,2,32,1,Furnished,4118088.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
