area_sqft,bedrooms,bathrooms,house_age,floors,parking_spaces,location,furnishing,price
2503,5,4,34,2,1,Urban,Semi-Furnished,18308362.0
2062,3,4,26,3,1,Suburban,Furnished,15416285.0
1007,4,4,49,2,3,Rural,Semi-Furnished,8029313.0
1369,4,4,40,1,1,Suburban,Semi-Furnished,9894722.0
3811,2,3,22,1,0,Suburban,Furnished,22872889.0
2394,2,1,0,2,1,Suburban,Unfurnished,16372109.0
1554,4,3,4,1,1,Suburban,Unfurnished,11458844.0
1964,1,1,22,2,2,Urban,Unfurnished,13544417.0
2523,2,3,28,2,3,Suburban,Semi-Furnished,16224388.0
2381,4,4,1,3,0,Suburban,Furnished,17492096.0
2949,5,5,6,1,3,Urban,Furnished,21473340.0
1401,3,2,35,3,0,Suburban,Unfurnished,10587734.0
2772,2,3,37,2,2,Suburban,Furnished,16927354.0
2049,3,2,1,2,1,Suburban,Unfurnished,14918050.0
3792,4,3,25,2,1,Urban,Unfurnished,23988436.0
1052,3,3,4,1,1,Suburban,Furnished,9242547.0
1019,1,1,36,3,1,Rural,Unfurnished,6347986.0
2115,3,4,41,1,3,Urban,Furnished,16648719.0
2279,3,4,43,1,3,Urban,Semi-Furnished,16531866.0
2918,4,4,29,3,3,Urban,Semi-Furnished,21491405.0
1914,5,4,31,2,1,Urban,Unfurnished,14945813.0
3698,5,4,46,3,2,Rural,Semi-Furnished,22093743.0
2159,4,4,30,2,1,Suburban,Unfurnished,14293663.0
952,2,2,22,1,3,Urban,Semi-Furnished,9853245.0
917,3,4,37,1,2,Urban,Unfurnished,8508011.0
3906,1,1,29,2,1,Rural,Unfurnished,21615809.0
969,5,4,42,1,1,Urban,Unfurnished,9447716.0
3817,5,4,26,3,1,Suburban,Semi-Furnished,24412756.0
1473,5,5,43,1,2,Urban,Semi-Furnished,13605710.0
826,2,1,2,3,2,Urban,Unfurnished,8821905.0
1566,2,3,1,1,1,Suburban,Unfurnished,11199664.0
2651,5,4,4,1,3,Urban,Unfurnished,20164184.0
1997,3,4,27,1,3,Suburban,Semi-Furnished,14805073.0
3249,4,5,35,1,1,Urban,Unfurnished,21205803.0
2638,3,3,10,2,3,Suburban,Unfurnished,17599234.0
1902,3,2,7,1,0,Suburban,Unfurnished,12832601.0
2721,4,5,43,2,3,Suburban,Furnished,19219410.0
3900,5,4,37,2,1,Urban,Semi-Furnished,25495108.0
1941,2,2,32,1,2,Suburban,Unfurnished,13459009.0
1037,5,5,24,1,1,Rural,Unfurnished,8342823.0
1930,2,3,21,1,1,Urban,Unfurnished,13734621.0
3440,3,2,1,1,1,Urban,Furnished,23083278.0
1261,5,5,9,1,2,Rural,Furnished,10090551.0
3821,5,4,44,1,0,Urban,Unfurnished,23483491.0
2559,5,5,16,2,3,Suburban,Unfurnished,18095333.0
2605,2,2,35,1,3,Suburban,Furnished,17206081.0
1609,5,4,35,1,2,Urban,Semi-Furnished,13738612.0
3721,5,5,15,2,2,Suburban,Unfurnished,23984949.0
626,5,4,10,2,2,Suburban,Furnished,9613774.0
1545,1,2,34,1,0,Urban,Unfurnished,11609824.0
1964,4,3,4,1,2,Rural,Furnished,14721568.0
2170,5,4,24,2,0,Urban,Furnished,16556837.0
2159,4,4,44,1,2,Urban,Unfurnished,15260126.0
1017,2,3,35,2,1,Rural,Semi-Furnished,7913015.0
1289,4,4,38,3,2,Urban,Semi-Furnished,12121598.0
833,1,1,4,2,3,Rural,Unfurnished,5724261.0
2503,3,3,9,1,0,Urban,Furnished,18633444.0
1728,4,5,13,3,2,Suburban,Semi-Furnished,14815709.0
2480,3,3,14,1,1,Urban,Semi-Furnished,17305985.0
2564,4,5,9,1,1,Suburban,Unfurnished,17871408.0
2957,2,3,48,1,2,Suburban,Furnished,18514992.0
2414,4,5,8,3,3,Rural,Semi-Furnished,16060599.0
2767,4,5,35,3,0,Rural,Semi-Furnished,17112042.0
2555,4,5,29,2,3,Suburban,Semi-Furnished,17110927.0
2783,2,1,30,2,3,Suburban,Unfurnished,16053094.0
2658,2,3,10,2,2,Suburban,Semi-Furnished,17077430.0
1606,2,3,15,2,2,Rural,Unfurnished,10660184.0
1361,3,2,30,2,1,Suburban,Unfurnished,9381784.0
3256,3,4,14,3,0,Rural,Unfurnished,18927307.0
1699,2,1,34,3,2,Urban,Unfurnished,12260888.0
2422,3,3,1,1,3,Suburban,Semi-Furnished,16196526.0
1189,2,3,3,2,0,Suburban,Furnished,10287962.0
2009,2,1,36,3,2,Urban,Unfurnished,14558771.0
2353,4,4,30,2,2,Urban,Semi-Furnished,17530157.0
2691,5,5,2,1,3,Rural,Furnished,18771346.0
2342,2,2,44,3,1,Urban,Furnished,16209808.0
1762,5,5,0,2,1,Urban,Furnished,14972471.0
3866,3,2,47,2,1,Urban,Unfurnished,23713972.0
2294,1,2,36,2,3,Urban,Furnished,18010120.0
3329,2,3,49,1,3,Suburban,Unfurnished,19249927.0
3078,1,2,47,2,1,Rural,Semi-Furnished,16157212.0
2454,1,1,15,2,3,Rural,Furnished,15126325.0
3602,2,3,37,3,2,Suburban,Semi-Furnished,22767133.0
948,3,3,10,1,1,Suburban,Unfurnished,8962077.0
3723,4,4,23,1,0,Urban,Unfurnished,22525675.0
3475,1,1,12,2,2,Rural,Semi-Furnished,19844379.0
2262,5,5,24,3,2,Urban,Semi-Furnished,20002751.0
3066,2,2,43,2,3,Urban,Furnished,20443909.0
2320,1,1,21,2,2,Rural,Furnished,12670779.0
1440,4,3,4,3,0,Rural,Semi-Furnished,10885281.0
3299,4,5,16,2,2,Urban,Semi-Furnished,22398319.0
1360,4,3,39,1,2,Suburban,Furnished,11539963.0
1600,1,1,26,3,1,Suburban,Unfurnished,9400882.0
2317,1,1,28,2,1,Urban,Semi-Furnished,15200371.0
3430,2,2,21,1,3,Urban,Furnished,21890554.0
1843,3,3,14,2,2,Urban,Unfurnished,14111086.0
2229,5,5,29,3,2,Suburban,Furnished,17946105.0
645,2,1,31,2,1,Urban,Unfurnished,6521420.0
905,1,1,44,2,1,Suburban,Furnished,5904558.0
695,5,5,30,2,2,Urban,Semi-Furnished,8862340.0
752,1,2,49,3,3,Rural,Semi-Furnished,3385209.0
3539,1,1,41,3,2,Suburban,Unfurnished,18971904.0
3446,3,3,3,1,2,Rural,Furnished,21262571.0
3376,3,3,19,2,0,Urban,Unfurnished,22536364.0
694,4,5,19,2,3,Suburban,Semi-Furnished,8171554.0
771,5,5,0,1,0,Rural,Furnished,9438581.0
1482,5,5,9,3,3,Urban,Semi-Furnished,14389150.0
2478,2,3,38,1,1,Urban,Unfurnished,15988992.0
1669,5,4,17,2,3,Urban,Semi-Furnished,14348096.0
2206,4,3,7,1,3,Urban,Furnished,18409733.0
1105,1,2,14,1,3,Urban,Semi-Furnished,11364257.0
3057,5,4,13,3,3,Urban,Semi-Furnished,21408128.0
1598,1,1,8,1,2,Urban,Furnished,12257287.0
732,3,2,5,1,3,Suburban,Furnished,9006746.0
3099,4,4,38,3,0,Urban,Unfurnished,19611938.0
3659,2,1,41,3,0,Urban,Furnished,22778479.0
551,2,2,24,1,2,Suburban,Semi-Furnished,6400231.0
2028,3,4,30,1,3,Urban,Unfurnished,15290360.0
3395,5,5,45,3,3,Urban,Furnished,24314184.0
2971,2,3,42,3,2,Urban,Semi-Furnished,20691832.0
3497,4,3,1,3,2,Urban,Furnished,26143299.0
1953,3,3,47,2,2,Suburban,Unfurnished,12567223.0
1802,1,1,3,1,3,Urban,Semi-Furnished,13232736.0
2982,4,5,1,3,3,Urban,Unfurnished,21627414.0
1037,5,5,20,1,0,Rural,Unfurnished,9056275.0
1337,3,2,37,1,2,Rural,Semi-Furnished,7417157.0
2602,1,1,4,3,1,Urban,Furnished,17823598.0
2839,1,1,14,2,3,Urban,Semi-Furnished,18864683.0
918,3,3,13,1,2,Suburban,Furnished,8536498.0
2279,3,3,19,1,3,Rural,Semi-Furnished,14621674.0
1777,3,2,49,2,1,Rural,Furnished,12350559.0
2256,2,2,16,1,2,Urban,Unfurnished,15606081.0
3854,3,3,10,3,0,Urban,Semi-Furnished,24826016.0
768,2,3,6,2,3,Urban,Furnished,10364332.0
3984,4,5,9,2,0,Rural,Unfurnished,24029509.0
2073,4,5,6,2,1,Rural,Unfurnished,15257135.0
3202,4,3,28,2,3,Urban,Semi-Furnished,22105681.0
1985,1,2,21,2,3,Suburban,Furnished,13283104.0
1588,5,5,24,3,1,Urban,Semi-Furnished,13228993.0
3197,1,1,41,2,1,Suburban,Semi-Furnished,16835586.0
2906,5,5,29,2,0,Rural,Unfurnished,16671211.0
1004,1,2,7,2,3,Suburban,Furnished,9111337.0
2968,3,2,18,1,0,Urban,Unfurnished,18330025.0
3135,1,1,15,3,0,Suburban,Furnished,19745904.0
1857,1,2,41,2,1,Urban,Furnished,12972573.0
3739,4,4,15,3,0,Rural,Semi-Furnished,22386869.0
2743,4,3,6,3,0,Urban,Furnished,19652901.0
1667,1,1,36,3,2,Rural,Semi-Furnished,9823981.0
537,5,5,21,3,2,Urban,Semi-Furnished,8774252.0
2862,2,1,4,3,1,Urban,Furnished,19062635.0
1231,2,3,34,2,3,Urban,Unfurnished,11263045.0
3147,2,3,10,3,2,Urban,Furnished,22092635.0
2337,3,4,43,1,0,Urban,Unfurnished,15562949.0
2133,1,1,41,3,2,Suburban,Unfurnished,12985603.0
1073,3,2,18,1,2,Urban,Semi-Furnished,10175852.0
2990,2,2,27,3,3,Urban,Furnished,20621109.0
1080,1,1,28,1,0,Urban,Unfurnished,7444206.0
1962,2,2,32,2,0,Urban,Furnished,15441679.0
3427,4,5,3,1,1,Rural,Furnished,21459666.0
3721,4,5,16,1,1,Rural,Unfurnished,23378411.0
3961,2,1,8,3,3,Urban,Semi-Furnished,25284992.0
3853,2,3,34,3,2,Suburban,Unfurnished,23290568.0
2445,4,3,3,1,2,Suburban,Furnished,18092956.0
1201,4,4,25,1,2,Rural,Semi-Furnished,9892996.0
3436,5,4,36,3,3,Urban,Unfurnished,22918763.0
3305,5,5,47,3,1,Urban,Unfurnished,23053945.0
3966,5,5,14,1,0,Suburban,Semi-Furnished,26605708.0
2778,5,5,0,2,0,Rural,Unfurnished,18124515.0
995,3,4,36,1,1,Suburban,Furnished,8588294.0
2260,2,1,0,3,2,Suburban,Semi-Furnished,14965587.0
2068,2,2,3,2,1,Urban,Furnished,15536095.0
3450,2,2,49,1,1,Suburban,Unfurnished,20422996.0
1874,4,5,43,1,1,Rural,Unfurnished,11036836.0
1650,4,5,35,2,3,Urban,Unfurnished,13315517.0
780,5,5,41,3,3,Suburban,Unfurnished,9648631.0
3424,1,1,3,1,0,Urban,Furnished,22166984.0
3143,3,3,4,3,0,Suburban,Semi-Furnished,21827859.0
644,2,1,15,2,0,Suburban,Unfurnished,5168493.0
2018,5,5,1,3,3,Suburban,Furnished,17096997.0
2179,2,1,44,3,1,Rural,Semi-Furnished,11488326.0
2142,1,1,2,1,3,Urban,Unfurnished,15208711.0
3716,3,2,27,1,2,Urban,Semi-Furnished,22356332.0
1027,5,4,42,3,2,Urban,Unfurnished,11029868.0
1572,5,4,36,1,1,Urban,Semi-Furnished,13540832.0
1133,1,2,11,1,1,Urban,Semi-Furnished,9666312.0
1354,2,3,23,2,0,Urban,Semi-Furnished,10822545.0
3674,1,2,27,3,2,Urban,Semi-Furnished,22313472.0
3792,2,1,38,3,1,Urban,Unfurnished,23257799.0
656,3,3,21,2,1,Urban,Unfurnished,7036437.0
2712,2,3,14,1,0,Suburban,Furnished,17700727.0
1314,1,1,39,2,3,Urban,Unfurnished,11139916.0
1173,3,2,44,3,3,Suburban,Semi-Furnished,10099465.0
1522,1,1,24,1,1,Rural,Semi-Furnished,7420810.0
1180,2,1,1,2,2,Suburban,Furnished,9475283.0
2215,1,2,25,1,3,Urban,Semi-Furnished,15578016.0
3984,1,1,44,1,2,Urban,Semi-Furnished,23247603.0
2552,3,4,49,1,2,Suburban,Semi-Furnished,15095816.0
3031,5,5,20,3,1,Suburban,Furnished,21440921.0
2226,4,5,7,3,2,Urban,Unfurnished,17903188.0
548,1,2,28,1,2,Urban,Semi-Furnished,7629628.0
794,1,1,41,3,2,Suburban,Semi-Furnished,5696540.0
1441,2,3,47,2,2,Urban,Furnished,12315802.0
1352,4,3,2,3,2,Suburban,Furnished,11403438.0
3442,4,3,14,3,0,Urban,Unfurnished,22228793.0
3452,5,4,23,1,3,Urban,Furnished,24840563.0
3489,2,1,4,3,3,Rural,Unfurnished,21061412.0
2731,1,1,44,2,0,Urban,Unfurnished,15551025.0
2446,1,1,5,1,1,Suburban,Semi-Furnished,15161054.0
2772,1,1,33,1,3,Urban,Unfurnished,16332295.0
1923,1,1,45,3,1,Urban,Semi-Furnished,12557746.0
2845,5,4,34,2,3,Rural,Unfurnished,18409846.0
3280,2,1,38,2,3,Urban,Furnished,20691529.0
3170,5,5,13,1,3,Urban,Semi-Furnished,22994676.0
2648,3,2,41,3,0,Rural,Semi-Furnished,14183743.0
703,3,2,20,1,1,Suburban,Unfurnished,5901749.0
3037,3,2,3,1,2,Suburban,Furnished,21188078.0
1783,5,4,18,2,3,Urban,Unfurnished,15412647.0
3102,1,1,17,3,0,Urban,Furnished,19223785.0
2388,1,2,26,1,1,Suburban,Furnished,14537260.0
3584,3,4,13,1,0,Urban,Semi-Furnished,22443601.0
1684,2,2,23,2,3,Urban,Furnished,12811888.0
3759,3,2,21,1,3,Suburban,Semi-Furnished,23904038.0
3455,4,5,16,2,0,Urban,Unfurnished,23266262.0
1658,3,2,34,1,0,Urban,Unfurnished,13235111.0
2189,2,2,15,1,1,Urban,Furnished,15741057.0
2359,2,2,38,1,3,Urban,Semi-Furnished,15951615.0
3190,4,5,12,3,1,Suburban,Semi-Furnished,21976626.0
2912,2,1,43,3,1,Rural,Furnished,14276589.0
3482,3,3,18,2,1,Urban,Semi-Furnished,23099858.0
1794,3,3,2,2,2,Urban,Semi-Furnished,14924509.0
2266,4,4,7,3,1,Suburban,Unfurnished,17338427.0
2008,4,5,40,1,0,Urban,Furnished,16146876.0
3683,3,4,43,2,3,Suburban,Furnished,22123016.0
1567,2,2,10,3,1,Rural,Unfurnished,10827897.0
2554,2,2,30,3,1,Suburban,Unfurnished,15407180.0
920,3,4,28,1,2,Urban,Furnished,9340883.0
3475,2,2,6,3,2,Rural,Furnished,21027972.0
1844,4,3,22,2,0,Urban,Semi-Furnished,14336861.0
1692,2,2,34,3,0,Rural,Unfurnished,10625326.0
2540,4,3,48,1,0,Suburban,Furnished,16296435.0
2245,4,3,42,2,3,Suburban,Furnished,15717961.0
3467,5,5,4,3,2,Rural,Unfurnished,22998853.0
2359,1,2,11,1,3,Suburban,Unfurnished,15686810.0
2309,4,5,21,3,2,Urban,Unfurnished,18400324.0
867,1,1,7,1,1,Urban,Unfurnished,8857024.0
576,2,2,28,3,2,Suburban,Unfurnished,6021278.0
1894,1,1,0,2,2,Suburban,Furnished,13316156.0
3993,1,2,5,1,1,Urban,Furnished,26006020.0
3710,1,1,2,1,3,Suburban,Furnished,22548373.0
2701,1,2,14,3,3,Suburban,Furnished,17628473.0
2707,5,5,38,1,3,Urban,Unfurnished,20791504.0
1870,1,2,8,2,3,Urban,Semi-Furnished,15399347.0
1121,2,1,49,1,1,Urban,Furnished,8758477.0
529,4,5,13,3,0,Urban,Furnished,8768314.0
1685,5,5,2,2,1,Urban,Furnished,16946221.0
1607,5,5,16,3,2,Urban,Semi-Furnished,15636693.0
1170,1,2,37,1,3,Urban,Semi-Furnished,9649907.0
1407,5,5,5,1,1,Urban,Furnished,13966089.0
586,4,3,3,2,1,Suburban,Unfurnished,7454388.0
2627,1,2,42,2,1,Urban,Furnished,16905204.0
3746,3,4,29,3,3,Rural,Semi-Furnished,21899163.0
2917,5,4,17,3,0,Rural,Semi-Furnished,18703730.0
2068,2,1,37,3,1,Suburban,Semi-Furnished,13004397.0
1970,1,2,42,1,0,Rural,Unfurnished,9691223.0
1576,5,4,17,1,3,Rural,Unfurnished,12272878.0
998,5,5,28,3,1,Urban,Furnished,12521783.0
2594,5,5,0,2,0,Suburban,Semi-Furnished,19527728.0
2482,5,5,15,3,1,Urban,Furnished,19598026.0
525,5,5,29,2,0,Suburban,Semi-Furnished,7604075.0
1954,3,2,9,1,1,Suburban,Semi-Furnished,13600373.0
1473,1,1,49,2,3,Urban,Semi-Furnished,9599578.0
1095,4,5,48,3,2,Urban,Furnished,11714911.0
2960,2,2,12,2,3,Rural,Furnished,18144292.0
2340,3,2,19,1,2,Urban,Furnished,18888484.0
2718,4,3,9,1,3,Urban,Furnished,21328690.0
2997,5,5,25,3,1,Urban,Semi-Furnished,22267205.0
3936,2,2,6,3,3,Suburban,Unfurnished,24231619.0
3309,2,1,19,3,0,Rural,Furnished,18946406.0
2671,4,4,27,1,1,Suburban,Furnished,17291617.0
